FirstName,LastName,ManagedCarePlan,SubNetwork,NPI,Taxonomy,MCNAProviderGroup,MCNAProviderType,LicensureType,PrimaryCare,Specialist,SeesChildren,Telehealth,BHIndicator,OSHPD_ID
Mark,Krel,CalViva,Health Net Community Solutions Inc.,1326450685,207T00000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,306344027
Hana,Choe,CalViva,Health Net Community Solutions Inc.,1336301571,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
Prakriti,Bista,CalViva,Health Net Community Solutions Inc.,1336577527,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Melissa,Miranda,CalViva,Health Net Community Solutions Inc.,1336717560,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,306100777
Cynthia,Coggins,CalViva,Health Net Community Solutions Inc.,1346271277,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,106100793
Mehmet,Alpas,CalViva,Health Net Community Solutions Inc.,1356897680,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Amtinder,Batth,CalViva,Health Net Community Solutions Inc.,1386914067,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Kyra,Hootman,CalViva,Health Net Community Solutions Inc.,1437108131,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
KRISTEL RAE,CHOY,CalOptima,Kaiser Permanente,1376170027,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106410782
SONYA,PRIER,CalOptima,Kaiser Permanente,1376227835,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
ALLEN,SOONG,CalOptima,Kaiser Permanente,1376263939,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
ANTONIO,HERNANDEZ CONTE,CalOptima,Kaiser Permanente,1376522847,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
JEREMY,MIGHDOLL,CalOptima,Kaiser Permanente,1871641894,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
PAUL,CHUNG,CalOptima,Kaiser Permanente,1871660753,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
BENILDA,OBASOHAN,CalOptima,Kaiser Permanente,1871776229,225100000X,Ancillary Provider,Physical Therapist,OTH,N,N,No,No,,106191228
KRIS,OELSCHLAGER,CalOptima,Kaiser Permanente,1750001988,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
SRILAKSHMI,MOTURU,CalOptima,Kaiser Permanente,1750439790,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
KELCEY,MONARREZ,CalOptima,Kaiser Permanente,1255970125,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,,406564132
MINGYUAN,DOU,CalOptima,Kaiser Permanente,1265183461,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MARCELA,SANDOVAL,CalOptima,Kaiser Permanente,1033611629,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
MARIA,DEMATEO,CalOptima,Kaiser Permanente,1801352893,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
SATISH,SUBRAMANIAN,CalOptima,Kaiser Permanente,1801935507,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
SARAH,PAK-OURNPECH,CalOptima,Kaiser Permanente,1578250494,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
MELISSA,LOPEZ MORFIN,CalOptima,Kaiser Permanente,1578283875,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
Dejen,Tekeste,CalViva,Health Net Community Solutions Inc.,1477075158,207L00000X,Non-ANC Provider Type,Other,NRS,N,N,No,No,,306344027
Badrinath,Kulkarni,CalViva,Health Net Community Solutions Inc.,1508906405,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,No,,306344027
Jugal,Chahwala,CalViva,Health Net Community Solutions Inc.,1548790744,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
NICHOLE,NIKNAFS,CalOptima,Kaiser Permanente,1962899930,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
CARLOS,RIVAS,CalOptima,Kaiser Permanente,1831803634,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
CHRISTOPHER,THOMAS,CalOptima,Kaiser Permanente,1831819044,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
MIKAYLA,SANCHEZ,CalOptima,Kaiser Permanente,1831816396,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
LINDA,AGUAYO,CalOptima,Kaiser Permanente,1588296867,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
REZA,SALABAT,CalOptima,Kaiser Permanente,1265757280,208G00000X,Adult Core Specialist,General Surgery,MD,N,Y,No,No,,106191228
SYDNEY,ALAS,CalOptima,Kaiser Permanente,1275092827,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ANNIE,ZHOU,CalOptima,Kaiser Permanente,1275199036,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ESPERANZA,CRUZ,CalOptima,Kaiser Permanente,1275217549,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
DANG-KHOA (KEVIN),NGUYEN,CalOptima,Kaiser Permanente,1275225872,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
RAPHAEL,FLORES,CalOptima,Kaiser Permanente,1275290975,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
BRIGITTE,SACCO,CalOptima,Kaiser Permanente,1366025009,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306130785
Philip,Mechael,CalViva,Health Net Community Solutions Inc.,1558692103,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,No,No,,306344027
Tin May,Lwin,CalViva,Health Net Community Solutions Inc.,1588850879,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Monica,Ramakuri,CalViva,Health Net Community Solutions Inc.,1598129181,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
SUMEET,SANDHU,CalOptima,Kaiser Permanente,1851952568,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
MARIA ANITA,ABRANTES,CalOptima,Kaiser Permanente,1861438889,2080N0001X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,106301188
CLAUS,HECHT,CalOptima,Kaiser Permanente,1861459190,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
MAKAYLA,LUCKETT,CalOptima,Kaiser Permanente,1962109645,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
NANCY,ATEMPA-BONILLA,CalOptima,Kaiser Permanente,1962103937,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
Bartolome,Lee III,CalViva,Health Net Community Solutions Inc.,1861447997,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Andrew,Wagner,CalViva,Health Net Community Solutions Inc.,1861978819,207L00000X,Non-ANC Provider Type,Other,NRS,N,N,No,No,,306344027
Inderpreet,Feudale,CalViva,Health Net Community Solutions Inc.,1871937219,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,306105101
Jesse,Chen,CalViva,Health Net Community Solutions Inc.,1902390990,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Stuart,Glassner,CalViva,Health Net Community Solutions Inc.,1912105677,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
NANCY,SALDANA,CalOptima,Kaiser Permanente,1912346537,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
I FANN,LI,CalOptima,Kaiser Permanente,1710691944,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
EDWARD,HELMER,CalOptima,Kaiser Permanente,1982752978,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106191228
Marwan,Zoghbi,CalViva,Health Net Community Solutions Inc.,1598197998,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,Both,,306544101
Hector,Aguilar,CalViva,Health Net Community Solutions Inc.,1679710644,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,306164036
SWATHI,ADDALA,CalOptima,Kaiser Permanente,1861962086,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MICHAEL,LOWE,CalOptima,Kaiser Permanente,1710916234,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
VIVIANA,NGUYEN,CalOptima,Kaiser Permanente,1871279166,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ROBERT,MCCORMICK,CalOptima,Kaiser Permanente,1710940549,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
OSVALDO,RODRIGUEZ,CalOptima,Kaiser Permanente,1720155682,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
GREGORY,RILEY,CalOptima,Kaiser Permanente,1467726240,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
ANDREA,CHAPMAN,CalOptima,Kaiser Permanente,1477121689,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
Jason,Fellows,CalViva,Health Net Community Solutions Inc.,1992720015,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Monika,Lombardi,CalViva,Health Net Community Solutions Inc.,1083736599,208000000X,Pediatric Primary Care,Pediatric Primary Care,NPA,N,N,No,Both,,206331371
BRIAN,MOON-CLARK,CalOptima,Kaiser Permanente,1245929116,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
MEGHAN,LOY,CalOptima,Kaiser Permanente,1245946706,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
ANDREA,SANTAMARIA,CalOptima,Kaiser Permanente,1245996347,103K00000X,Non-ANC Provider Type,Other,BCB,N,N,Both,Both,,406564132
AMANDA,LEDEZMA,CalOptima,Kaiser Permanente,1255813366,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
Mohammadjavid,Ghomashi,CalViva,Health Net Community Solutions Inc.,1316436710,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
JOON,PARK,CalOptima,Kaiser Permanente,1982022737,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
HOWARD,YANG,CalOptima,Kaiser Permanente,1578702999,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,306196123
JOSHUA,GLOVER,CalOptima,Kaiser Permanente,1245701259,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
LAKEISHA,MONTGOMERY,CalOptima,Kaiser Permanente,1760051122,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
DEVON,DONLON,CalOptima,Kaiser Permanente,1760199681,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
Ravikanth,Tadi,CalViva,Health Net Community Solutions Inc.,1275823635,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Hana,Choe,CalViva,Health Net Community Solutions Inc.,1336301571,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
Anand,Agarwal,CalViva,Health Net Community Solutions Inc.,1336638691,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Mehmet,Alpas,CalViva,Health Net Community Solutions Inc.,1356897680,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
POUNEH,NASSERI,CalOptima,Kaiser Permanente,1962794701,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Amtinder,Batth,CalViva,Health Net Community Solutions Inc.,1386914067,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
LISA,CHOI,CalOptima,Kaiser Permanente,1750525663,207L00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,Both,,106301188
Mario,Cuevas,CalViva,Health Net Community Solutions Inc.,1881763639,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,106481357
Eric,Farban,CalViva,Health Net Community Solutions Inc.,1912965773,2084N0400X,Adult Core Specialist,Neurology,MD,N,Y,No,No,,306344027
SYDNEY,BARRIOS,CalOptima,Kaiser Permanente,1831816586,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
HOANG,DONG,CalOptima,Kaiser Permanente,1841473154,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
ALONDRA,RIOS,CalOptima,Kaiser Permanente,1578026043,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
JUANITA,REGALADO,CalOptima,Kaiser Permanente,1578246377,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
DOLLY,VARSHNEY,CalOptima,Kaiser Permanente,1942377825,207ZP0102X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
CHRISTOPHER,REDGATE,CalOptima,Kaiser Permanente,1942614805,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
LHARA,SUMARRIVA LEZAMA,CalOptima,Kaiser Permanente,1942629779,207ZH0000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
ALEXANDRA,ZUNIGA,CalOptima,Kaiser Permanente,1982328589,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
KORAL,STONE,CalOptima,Kaiser Permanente,1982333092,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
FLOR,LOPEZ,CalOptima,Kaiser Permanente,1982361606,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
Kyra,Hootman,CalViva,Health Net Community Solutions Inc.,1437108131,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Navjit,Shelly,CalViva,Health Net Community Solutions Inc.,1457822660,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,No,No,,306344027
BREENA,GUERRERO,CalOptima,Kaiser Permanente,1851957062,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
JENNIFER,HSU,CalOptima,Kaiser Permanente,1700964392,2085B0100X,Ancillary Provider,MRI Provider,MD,N,Y,No,No,,106301188
VIVIAN,QIN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1114489002,207W00000X,Adult Core Specialist,Ophthalmology,MD,N,Y,Both,No,,106381154
DANNY,GUTIERREZ,CalOptima,Kaiser Permanente,1730818402,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
YVONNE,WILLIAMS,CalOptima,Kaiser Permanente,1730874132,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
ABIGAIL,ARON-JIMENEZ,CalOptima,Kaiser Permanente,1801304449,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
MERYLLENE,GUIALA,CalOptima,Kaiser Permanente,1801519475,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
MARILYN,MACIAS,CalOptima,Kaiser Permanente,1356031835,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
JHERICA,HEWETT,CalOptima,Kaiser Permanente,1356040752,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
SALMAN,ZIAEI,CalOptima,Kaiser Permanente,1710430970,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Harish,Shah,CalViva,Health Net Community Solutions Inc.,1649264060,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,206331371
Jeanelle,Margosian,CalViva,Health Net Community Solutions Inc.,1942602594,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,Both,,106164029
MANAR,YOUSIF,CalOptima,Kaiser Permanente,1740932235,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
BETSY,GARCIA,CalOptima,Kaiser Permanente,1750019337,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
KATHERINE,STRELKOFF,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1114984044,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,106381154
JAMES,ROMANO,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1124143797,2086S0122X,Adult Core Specialist,General Surgery,MD,N,N,Both,No,,106381154
MOMINA,DAR,CalOptima,Kaiser Permanente,1902528573,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
EMILY,ROMERO,CalOptima,Kaiser Permanente,1932889474,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
BRIZA,PATINO,CalOptima,Kaiser Permanente,1932899416,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
DESIREE,COBIAN,CalOptima,Kaiser Permanente,1811770944,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
LAJA,IBRAHEEM,CalOptima,Kaiser Permanente,1811983232,2084P0800X,Adult Core Specialist,Psychiatry,MD,N,Y,No,No,,206431104
NABIL,EMMAD,CalOptima,Kaiser Permanente,1750481768,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
VINCENT,FLAMENCO,CalOptima,Kaiser Permanente,1760160071,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ANA,GONZALEZ,CalOptima,Kaiser Permanente,1750079745,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
KARLA,NAVARRO,CalOptima,Kaiser Permanente,1750095733,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
NIVEDITHA,VILASAGAR,CalOptima,Kaiser Permanente,1831355320,2080P0203X,Non-ANC Provider Type,Other,MD,N,Y,Only,No,,106191228
TIFFANY,FRECHETTE,CalOptima,Kaiser Permanente,1831824580,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
TERESA,CHAVEZ,CalOptima,Kaiser Permanente,1831895226,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
ALHASAN,BASSAM,CalOptima,Kaiser Permanente,1710619184,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MARIECLAIRE,TIMOTHEE,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_6,1124457544,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,406195857
EVE,RORISON,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1124423082,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
JOSHUA,BRASLOW,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1124481940,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,106381154
ANA,PADULA,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1134157746,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
RANDEEP,SINGH,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_5,1184668089,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106270744
BRIAN,HAAS,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1184851081,2085R0202X,Ancillary Provider,"Mammography Provider, MRI Provider",MD,N,Y,Both,No,,106381154
NIMALJEET,TARANGO,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1205841970,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,106381154
JULEEN,WALKER,CalOptima,Kaiser Permanente,1972288512,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
PHILLIP,BONNEY,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1134665730,207T00000X,Adult Core Specialist,General Surgery,MD,N,Y,Both,No,,106381154
ANAYSIA,ZELAYA,CalOptima,Kaiser Permanente,1952092611,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
KIRSTEN,CALDER,CalOptima,Kaiser Permanente,1952330938,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
TRINITY,HOSHIDE,CalOptima,Kaiser Permanente,1730897968,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
ANIYA,USHER,CalOptima,Kaiser Permanente,1750064333,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
MAY,LIN,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1124349303,207Q00000X,Adult Primary Care,Adult Primary Care,MD,N,Y,Both,No,,306270355
EMILY,NEILL,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1124559885,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,Both,No,,106381154
LINDSAY,RAMAEKERS,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_4,1134470479,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306440769
JESSICA,TREIBER,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_8,1134672108,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,MD,N,N,Both,No,,106381154
EMKAE,ARELLANO,CalOptima,Kaiser Permanente,1821774365,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
TAMANA,KADERI,CalOptima,Kaiser Permanente,1841788502,207RP1001X,Adult Core Specialist,Pulmonology,MD,N,Y,No,No,,106191228
Pawandeep,Kaur,CalViva,Health Net Community Solutions Inc.,1689239055,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,No,No,,306344027
Derik,Keshishian,CalViva,Health Net Community Solutions Inc.,1699041426,207Q00000X,Adult Primary Care,Adult Primary Care,MD,Y,N,Both,Both,,306105101
Steven,Suh,CalViva,Health Net Community Solutions Inc.,1699875385,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Olasunkanmi,Fagbule,CalViva,Health Net Community Solutions Inc.,1699950063,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Natalia,Detrick,CalViva,Health Net Community Solutions Inc.,1700462025,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,No,No,,306344027
Loza,Jemjem,CalViva,Health Net Community Solutions Inc.,1740680867,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Mysore,Shilpa,CalViva,Health Net Community Solutions Inc.,1750398897,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Jorge,Martinez-Cuellar,CalViva,Health Net Community Solutions Inc.,1750568523,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
Martha,Suarez,CalViva,Health Net Community Solutions Inc.,1720342538,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,106164029
CATHERINE,VOJTUS,CalOptima,Kaiser Permanente,1922208883,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
INOK,JANG,CalOptima,Kaiser Permanente,1922563964,171100000X,Non-ANC Provider Type,Other,OTH,N,N,Both,No,,406300134
OLGA,ROZOVSKAYA,CalOptima,Kaiser Permanente,1922552645,367500000X,Non-ANC Provider Type,Other,OTH,N,N,No,No,,106191228
ADRIAN,KHAW,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_6,1144268863,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,N,Y,Only,No,,406195857
JORGE,SALMERONBERNAL,CENTRAL CALIFORNIA ALLIANCE FOR HEALTH,CCAH_2,1144858135,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306244049
SABRINA,MCNALLY,CalOptima,Kaiser Permanente,1932884574,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
PRIYA,MONAHAN,CalOptima,Kaiser Permanente,1952472847,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
D'ARTAGNAN,DEBOW,CalOptima,Kaiser Permanente,1942568639,207RC0200X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106191228
Syeda,Zaidi,CalViva,Health Net Community Solutions Inc.,1619439767,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306344027
SCOTT,STOUGHTON,CalOptima,Kaiser Permanente,1851449839,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
Manasa,Kotte,CalViva,Health Net Community Solutions Inc.,1477049005,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,306544101
Maryann,Cruz,CalViva,Health Net Community Solutions Inc.,1487201331,363L00000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,No,,306544101
Jessica,Camarena,CalViva,Health Net Community Solutions Inc.,1518278688,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,Both,Both,,206331371
Denise,Gruzensky,CalViva,Health Net Community Solutions Inc.,1588614770,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NRS,N,N,No,No,,106164029
Korinna,Martins,CalViva,Health Net Community Solutions Inc.,1730710575,367A00000X,Mandatory Provider Type,Certified Nurse Midwife,NRS,N,N,Both,Both,,106164029
Nidhiben,Doshi,CalViva,Health Net Community Solutions Inc.,1891089363,208000000X,Pediatric Primary Care,Pediatric Primary Care,MD,Y,N,Both,Both,,306544101
Douglas,Smith,CalViva,Health Net Community Solutions Inc.,1902016611,363LF0000X,Non-Physician Medical Practitioner,Nurse Practitioner,NPA,N,N,Both,Both,,306164036
CLARISA,VALDOVINOS OCHOA,CalOptima,Kaiser Permanente,1942820154,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
SUSAN,GALLEGOS,CalOptima,Kaiser Permanente,1952085565,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,No,,406564132
CAROLINE,CLARK,CalOptima,Kaiser Permanente,1730807405,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,406564132
BELLA,THIEL,CalOptima,Kaiser Permanente,1730865809,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
SANJIV,GHOGALE,CalOptima,Kaiser Permanente,1740248566,207LP3000X,Non-ANC Provider Type,Other,MD,N,Y,Only,No,,106301188
LILIBETH,NAVARRETE,CalOptima,Kaiser Permanente,1639738669,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
EDEN,BENICIA,CalOptima,Kaiser Permanente,1639852510,106S00000X,Non-ANC Provider Type,Other,,N,N,Both,Both,,106434032
CONG,LY,CalOptima,Kaiser Permanente,1649456682,207P00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
Steven,Kurtz,CalViva,Health Net Community Solutions Inc.,1649843590,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,No,No,,306344027
ABDEL HAFEZ,ALBAKRI,CalOptima,Kaiser Permanente,1952920183,207R00000X,Non-ANC Provider Type,Other,MD,N,Y,No,No,,106301188
Navjit,Shelly,CalViva,Health Net Community Solutions Inc.,1457822660,363A00000X,Non-Physician Medical Practitioner,Physician Assistant,NPA,N,N,No,No,,306344027
