OSHPD_ID,Performance Measure,# of Adverse Events,# of Cases,Risk-adjusted Rate,Hospital Ratings
106301175,Isolated CABG Operative Mortality,2.0,100.0,1.84,As Expected
106301175,AMI,28.0,341.0,6.7,As Expected
106301175,Acute Stroke,34.0,390.0,8.4,As Expected
106301175,Acute Stroke Hemorrhagic,14.0,78.0,16.9,As Expected
106301175,Acute Stroke Ischemic,16.0,304.0,4.9,As Expected
106301175,Acute Stroke Subarachnoid,4.0,8.0,31.3,As Expected
106301175,Carotid Endarterectomy,0.0,30.0,0.0,As Expected
106301175,GI Hemorrhage,12.0,263.0,4.0,As Expected
106301175,Heart Failure,13.0,503.0,2.2,As Expected
106301175,Hip Fracture,3.0,100.0,3.4,As Expected
106301175,PCI,13.0,277.0,3.2,As Expected
106301175,Pancreatic Resection,0.0,9.0,0.0,As Expected
106301175,Pneumonia,9.0,378.0,2.1,As Expected
106301188,Isolated CABG Operative Mortality,1.0,29.0,2.35,As Expected
106301188,AMI,7.0,71.0,10.5,As Expected
106301188,Acute Stroke,0.0,13.0,0.0,As Expected
106301188,Acute Stroke Hemorrhagic,,,,
106301188,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected
106301188,Acute Stroke Subarachnoid,,,,
106301188,Carotid Endarterectomy,,,,
106301188,GI Hemorrhage,0.0,29.0,0.0,As Expected
106301188,Heart Failure,1.0,39.0,4.4,As Expected
106301188,Hip Fracture,2.0,15.0,13.7,Worse
106301188,PCI,0.0,38.0,0.0,As Expected
106301188,Pancreatic Resection,,,,
106301188,Pneumonia,2.0,40.0,7.1,As Expected
106301205,Isolated CABG Operative Mortality,3.0,146.0,2.79,As Expected
106301205,AMI,37.0,457.0,7.3,As Expected
106301205,Acute Stroke,45.0,708.0,6.9,Better
106301205,Acute Stroke Hemorrhagic,21.0,119.0,15.8,As Expected
106301205,Acute Stroke Ischemic,20.0,570.0,3.8,As Expected
106301205,Acute Stroke Subarachnoid,4.0,19.0,17.9,As Expected
106301205,Carotid Endarterectomy,0.0,76.0,0.0,As Expected
106301205,GI Hemorrhage,16.0,718.0,2.3,As Expected
106301205,Heart Failure,24.0,647.0,2.4,As Expected
106301205,Hip Fracture,4.0,60.0,2.5,As Expected
106301205,PCI,17.0,380.0,4.2,As Expected
106301205,Pancreatic Resection,1.0,39.0,2.7,As Expected
106301205,Pneumonia,4.0,416.0,1.0,Better
106301209,AMI,4.0,32.0,5.7,As Expected
106301209,Acute Stroke,0.0,15.0,0.0,As Expected
106301209,Acute Stroke Hemorrhagic,,,,
106301209,Acute Stroke Ischemic,0.0,15.0,0.0,As Expected
106301209,Acute Stroke Subarachnoid,,,,
106301209,Carotid Endarterectomy,,,,
106301209,GI Hemorrhage,0.0,54.0,0.0,As Expected
106301209,Heart Failure,2.0,98.0,1.7,As Expected
106301209,Hip Fracture,0.0,25.0,0.0,As Expected
106301209,PCI,,,,
106301209,Pancreatic Resection,,,,
106301209,Pneumonia,3.0,67.0,3.8,As Expected
106301234,Acute Stroke Ischemic,0.0,32.0,0.0,As Expected
106301234,Acute Stroke Subarachnoid,,,,
106301234,Carotid Endarterectomy,,,,
106301234,GI Hemorrhage,0.0,72.0,0.0,As Expected
106301234,Heart Failure,3.0,109.0,3.2,As Expected
106301234,Hip Fracture,0.0,31.0,0.0,As Expected
106301234,PCI,,,,
106301234,Pancreatic Resection,,,,
106301234,Pneumonia,4.0,90.0,3.5,As Expected
106301234,AMI,3.0,61.0,3.0,As Expected
106301234,Acute Stroke,1.0,34.0,6.5,As Expected
106301234,Acute Stroke Hemorrhagic,,,,
106301248,Elective PCI Mortality,0.0,59.0,0.0,As Expected
106301248,Elective PCI Stroke,0.0,59.0,0.0,As Expected
106301248,Elective PCI Emergency CABG,0.0,59.0,0.0,As Expected
106301248,AMI,15.0,192.0,7.7,As Expected
106301248,Acute Stroke,27.0,349.0,8.1,As Expected
106301248,Acute Stroke Hemorrhagic,7.0,66.0,14.1,As Expected
106301248,Acute Stroke Ischemic,16.0,268.0,4.9,As Expected
106301248,Acute Stroke Subarachnoid,4.0,15.0,25.2,As Expected
106301248,Carotid Endarterectomy,0.0,26.0,0.0,As Expected
106301248,GI Hemorrhage,8.0,186.0,3.8,As Expected
106301248,Heart Failure,6.0,323.0,1.7,As Expected
106301248,Hip Fracture,4.0,166.0,2.7,As Expected
106301248,PCI,7.0,152.0,4.5,As Expected
106301248,Pancreatic Resection,,,,
106301248,Pneumonia,12.0,207.0,5.1,As Expected
106301258,AMI,1.0,7.0,17.1,As Expected
106301258,Acute Stroke,0.0,16.0,0.0,As Expected
106301258,Acute Stroke Hemorrhagic,,,,
106301258,Acute Stroke Ischemic,0.0,16.0,0.0,As Expected
106301258,Acute Stroke Subarachnoid,,,,
106301258,Carotid Endarterectomy,,,,
106301258,GI Hemorrhage,4.0,41.0,10.6,Worse
106301258,Heart Failure,3.0,55.0,9.0,As Expected
106301258,Hip Fracture,0.0,9.0,0.0,As Expected
106301258,PCI,,,,
106301258,Pancreatic Resection,,,,
106301258,Pneumonia,3.0,85.0,5.0,As Expected
106301262,Isolated CABG Operative Mortality,2.0,103.0,2.13,As Expected
106301262,AMI,17.0,364.0,4.0,Better
106301262,Acute Stroke,45.0,393.0,9.6,As Expected
106301262,Acute Stroke Hemorrhagic,18.0,71.0,23.4,As Expected
106301262,Acute Stroke Ischemic,22.0,300.0,5.4,As Expected
106301262,Acute Stroke Subarachnoid,5.0,22.0,18.8,As Expected
106301262,Carotid Endarterectomy,0.0,14.0,0.0,As Expected
106301262,GI Hemorrhage,8.0,291.0,2.4,As Expected
106301262,Heart Failure,11.0,394.0,1.7,As Expected
106301262,Hip Fracture,3.0,220.0,1.1,As Expected
106301262,PCI,4.0,292.0,1.7,As Expected
106301262,Pancreatic Resection,0.0,5.0,0.0,As Expected
106301262,Pneumonia,5.0,291.0,1.4,Better
106301279,Isolated CABG Operative Mortality,3.0,61.0,5.53,As Expected
106301279,AMI,14.0,195.0,10.1,As Expected
106301279,Acute Stroke,61.0,489.0,8.1,As Expected
106301279,Acute Stroke Hemorrhagic,25.0,161.0,16.8,As Expected
106301279,Acute Stroke Ischemic,23.0,274.0,4.9,As Expected
106301279,Acute Stroke Subarachnoid,13.0,54.0,21.0,As Expected
106301279,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
106301279,GI Hemorrhage,9.0,270.0,4.0,As Expected
106301279,Heart Failure,4.0,334.0,1.7,As Expected
106301279,Hip Fracture,2.0,60.0,1.6,As Expected
106301279,PCI,5.0,187.0,3.7,As Expected
106301279,Pancreatic Resection,1.0,63.0,1.4,As Expected
106301279,Pneumonia,2.0,107.0,2.2,As Expected
106301283,AMI,5.0,37.0,6.4,As Expected
106301283,Acute Stroke,1.0,43.0,3.5,As Expected
106301283,Acute Stroke Hemorrhagic,1.0,8.0,11.1,As Expected
106301283,Acute Stroke Ischemic,0.0,34.0,0.0,As Expected
106301283,Acute Stroke Subarachnoid,,,,
106301283,Carotid Endarterectomy,,,,
106301283,GI Hemorrhage,0.0,94.0,0.0,As Expected
106301283,Heart Failure,0.0,136.0,0.0,Better
106301283,Hip Fracture,0.0,33.0,0.0,As Expected
106301283,PCI,,,,
106301283,Pancreatic Resection,,,,
106301283,Pneumonia,2.0,61.0,3.6,As Expected
106301297,AMI,3.0,31.0,6.3,As Expected
106301297,Acute Stroke,2.0,33.0,15.4,As Expected
106301297,Acute Stroke Hemorrhagic,,,,
106301297,Acute Stroke Ischemic,1.0,32.0,4.5,As Expected
106301297,Acute Stroke Subarachnoid,,,,
106301297,Carotid Endarterectomy,,,,
106301297,GI Hemorrhage,1.0,77.0,1.9,As Expected
106301297,Heart Failure,4.0,151.0,3.8,As Expected
106301297,Hip Fracture,4.0,87.0,4.4,As Expected
106301297,PCI,,,,
106301297,Pancreatic Resection,,,,
106301297,Pneumonia,6.0,163.0,4.5,As Expected
106301317,Isolated CABG Operative Mortality,3.0,52.0,7.3,As Expected
106301317,AMI,21.0,279.0,6.2,As Expected
106301317,Acute Stroke,29.0,323.0,9.7,As Expected
106301317,Acute Stroke Hemorrhagic,17.0,57.0,27.2,As Expected
106301317,Acute Stroke Ischemic,12.0,260.0,4.4,As Expected
106301317,Acute Stroke Subarachnoid,0.0,6.0,0.0,As Expected
106301317,Carotid Endarterectomy,0.0,47.0,0.0,As Expected
106301317,GI Hemorrhage,5.0,286.0,2.6,As Expected
106301317,Heart Failure,19.0,485.0,2.8,As Expected
106301317,Hip Fracture,2.0,190.0,1.3,As Expected
106301317,PCI,4.0,259.0,2.0,As Expected
106301317,Pancreatic Resection,,,,
106301317,Pneumonia,10.0,266.0,3.0,As Expected
106301337,AMI,,,,
106301337,Acute Stroke,,,,
106301337,Acute Stroke Hemorrhagic,,,,
106301337,Acute Stroke Ischemic,,,,
106301337,Acute Stroke Subarachnoid,,,,
106301337,Carotid Endarterectomy,0.0,3.0,0.0,As Expected
106301337,GI Hemorrhage,1.0,43.0,6.5,As Expected
106301337,Heart Failure,0.0,39.0,0.0,As Expected
106301337,Hip Fracture,0.0,43.0,0.0,As Expected
106301337,PCI,,,,
106301337,Pancreatic Resection,,,,
106301337,Pneumonia,0.0,43.0,0.0,As Expected
106301340,Isolated CABG Operative Mortality,2.0,86.0,2.27,As Expected
106301340,AMI,15.0,339.0,4.4,As Expected
106301340,Acute Stroke,31.0,405.0,7.9,As Expected
106301340,Acute Stroke Hemorrhagic,15.0,74.0,21.2,As Expected
106301340,Acute Stroke Ischemic,13.0,319.0,3.6,As Expected
106301340,Acute Stroke Subarachnoid,3.0,12.0,28.8,As Expected
106301340,Carotid Endarterectomy,1.0,72.0,1.1,As Expected
106301340,GI Hemorrhage,9.0,340.0,3.3,As Expected
106301340,Heart Failure,19.0,519.0,2.9,As Expected
106301340,Hip Fracture,1.0,169.0,0.6,As Expected
106301340,PCI,13.0,326.0,3.2,As Expected
106301340,Pancreatic Resection,0.0,20.0,0.0,As Expected
106301340,Pneumonia,10.0,303.0,3.0,As Expected
106301342,Isolated CABG Operative Mortality,0.0,95.0,0.0,As Expected
106301342,AMI,24.0,390.0,5.9,As Expected
106301342,Acute Stroke,44.0,546.0,5.8,Better
106301342,Acute Stroke Hemorrhagic,19.0,132.0,12.2,Better
106301342,Acute Stroke Ischemic,16.0,381.0,3.0,Better
106301342,Acute Stroke Subarachnoid,9.0,33.0,21.3,As Expected
106301342,Carotid Endarterectomy,0.0,35.0,0.0,As Expected
106301342,GI Hemorrhage,11.0,324.0,3.0,As Expected
106301342,Heart Failure,15.0,492.0,2.0,As Expected
106301342,Hip Fracture,5.0,234.0,2.1,As Expected
106301342,PCI,6.0,291.0,2.2,As Expected
106301342,Pancreatic Resection,0.0,16.0,0.0,As Expected
106301342,Pneumonia,5.0,205.0,2.0,As Expected
106301379,Isolated CABG Operative Mortality,1.0,31.0,3.17,As Expected
106301379,AMI,9.0,142.0,5.2,As Expected
106301379,Acute Stroke,1.0,49.0,3.0,As Expected
106301379,Acute Stroke Hemorrhagic,,,,
106301379,Acute Stroke Ischemic,1.0,48.0,1.7,As Expected
106301379,Acute Stroke Subarachnoid,,,,
106301379,Carotid Endarterectomy,,,,
106301379,GI Hemorrhage,3.0,135.0,1.5,As Expected
106301379,Heart Failure,9.0,260.0,2.9,As Expected
106301379,Hip Fracture,1.0,54.0,1.0,As Expected
106301379,PCI,3.0,113.0,2.4,As Expected
106301379,Pancreatic Resection,,,,
106301379,Pneumonia,7.0,169.0,3.2,As Expected
106301566,Isolated CABG Operative Mortality,2.0,49.0,2.44,As Expected
106301566,AMI,14.0,187.0,11.3,Worse
106301566,Acute Stroke,30.0,229.0,11.4,As Expected
106301566,Acute Stroke Hemorrhagic,16.0,59.0,29.7,As Expected
106301566,Acute Stroke Ischemic,7.0,152.0,4.4,As Expected
106301566,Acute Stroke Subarachnoid,7.0,18.0,34.1,As Expected
106301566,Carotid Endarterectomy,0.0,13.0,0.0,As Expected
106301566,GI Hemorrhage,8.0,91.0,7.6,Worse
106301566,Heart Failure,4.0,167.0,3.3,As Expected
106301566,Hip Fracture,0.0,46.0,0.0,As Expected
106301566,PCI,7.0,134.0,6.5,As Expected
106301566,Pancreatic Resection,,,,
106301566,Pneumonia,8.0,136.0,5.4,As Expected
106304409,AMI,11.0,215.0,4.7,As Expected
106304409,Acute Stroke,39.0,637.0,6.2,Better
106304409,Acute Stroke Hemorrhagic,21.0,188.0,15.9,As Expected
106304409,Acute Stroke Ischemic,13.0,385.0,3.9,As Expected
106304409,Acute Stroke Subarachnoid,5.0,64.0,9.3,As Expected
106304409,Carotid Endarterectomy,0.0,35.0,0.0,As Expected
106304409,GI Hemorrhage,3.0,314.0,1.4,As Expected
106304409,Heart Failure,16.0,646.0,2.1,As Expected
106304409,Hip Fracture,9.0,268.0,3.0,As Expected
106304409,PCI,0.0,56.0,0.0,As Expected
106304409,Pancreatic Resection,0.0,27.0,0.0,As Expected
106304409,Pneumonia,3.0,259.0,1.0,Better
106304460,AMI,,,,
106304460,Acute Stroke,,,,
106304460,Acute Stroke Hemorrhagic,,,,
106304460,Acute Stroke Ischemic,,,,
106304460,Acute Stroke Subarachnoid,,,,
106304460,Carotid Endarterectomy,,,,
106304460,GI Hemorrhage,,,,
106304460,Heart Failure,,,,
106304460,Hip Fracture,0.0,329.0,0.0,As Expected
106304460,PCI,,,,
106304460,Pancreatic Resection,,,,
106304460,Pneumonia,,,,
106310791,AMI,3.0,13.0,12.6,As Expected
106310791,Acute Stroke,6.0,94.0,10.9,As Expected
106310791,Acute Stroke Hemorrhagic,3.0,11.0,30.6,As Expected
106310791,Acute Stroke Ischemic,3.0,83.0,5.1,As Expected
106310791,Acute Stroke Subarachnoid,,,,
106310791,Carotid Endarterectomy,0.0,21.0,0.0,As Expected
106310791,GI Hemorrhage,5.0,104.0,7.0,As Expected
106310791,Heart Failure,3.0,135.0,2.3,As Expected
106310791,Hip Fracture,2.0,72.0,3.2,As Expected
106310791,PCI,,,,
106310791,Pancreatic Resection,,,,
106310791,Pneumonia,1.0,106.0,1.2,As Expected
106311000,Elective PCI Mortality,0.0,58.0,0.0,As Expected
106311000,Elective PCI Stroke,0.0,58.0,0.0,As Expected
106311000,Elective PCI Emergency CABG,0.0,58.0,0.0,As Expected
106311000,AMI,15.0,398.0,4.4,As Expected
106311000,Acute Stroke,44.0,408.0,11.4,As Expected
106311000,Acute Stroke Hemorrhagic,18.0,55.0,26.6,As Expected
106311000,Acute Stroke Ischemic,25.0,338.0,7.0,As Expected
106311000,Acute Stroke Subarachnoid,1.0,15.0,7.8,As Expected
106311000,Carotid Endarterectomy,0.0,40.0,0.0,As Expected
106311000,GI Hemorrhage,8.0,410.0,2.2,As Expected
106311000,Heart Failure,26.0,540.0,3.8,As Expected
106311000,Hip Fracture,9.0,278.0,2.2,As Expected
106311000,PCI,9.0,246.0,4.5,As Expected
106311000,Pancreatic Resection,,,,
106311000,Pneumonia,7.0,371.0,2.0,As Expected
106314024,Elective PCI Mortality,0.0,135.0,0.0,As Expected
106314024,Elective PCI Stroke,0.0,135.0,0.0,As Expected
106314024,Elective PCI Emergency CABG,0.0,135.0,0.0,As Expected
106314024,AMI,15.0,458.0,4.7,As Expected
106314024,Acute Stroke,29.0,335.0,16.1,Worse
106314024,Acute Stroke Hemorrhagic,5.0,33.0,24.4,As Expected
106314024,Acute Stroke Ischemic,23.0,300.0,10.2,Worse
106314024,Acute Stroke Subarachnoid,,,,
106314024,Carotid Endarterectomy,0.0,39.0,0.0,As Expected
106314024,GI Hemorrhage,7.0,329.0,3.5,As Expected
106314024,Heart Failure,29.0,547.0,5.3,Worse
106314024,Hip Fracture,8.0,306.0,2.0,As Expected
106314024,PCI,0.0,305.0,0.0,Better
106314024,Pancreatic Resection,,,,
106314024,Pneumonia,7.0,207.0,3.2,As Expected
106320859,AMI,,,,
106320859,Acute Stroke,,,,
106320859,Acute Stroke Hemorrhagic,,,,
106320859,Acute Stroke Ischemic,,,,
106320859,Acute Stroke Subarachnoid,,,,
106320859,Carotid Endarterectomy,,,,
106320859,GI Hemorrhage,,,,
106320859,Heart Failure,,,,
106320859,Hip Fracture,,,,
106320859,PCI,,,,
106320859,Pancreatic Resection,,,,
106320859,Pneumonia,1.0,31.0,9.8,As Expected
106320986,AMI,,,,
106320986,Acute Stroke,,,,
106320986,Acute Stroke Hemorrhagic,,,,
106320986,Acute Stroke Ischemic,,,,
106320986,Acute Stroke Subarachnoid,,,,
106320986,Carotid Endarterectomy,,,,
106320986,GI Hemorrhage,1.0,12.0,86.0,As Expected
106320986,Heart Failure,1.0,12.0,12.5,As Expected
106320986,Hip Fracture,,,,
106320986,PCI,,,,
106320986,Pancreatic Resection,,,,
106320986,Pneumonia,1.0,34.0,7.2,As Expected
106321016,AMI,,,,
106321016,Acute Stroke,,,,
106321016,Acute Stroke Hemorrhagic,,,,
106321016,Acute Stroke Ischemic,,,,
106321016,Acute Stroke Subarachnoid,,,,
106321016,Carotid Endarterectomy,,,,
106321016,GI Hemorrhage,,,,
106321016,Heart Failure,0.0,10.0,0.0,As Expected
106321016,Hip Fracture,,,,
106321016,PCI,,,,
106321016,Pancreatic Resection,,,,
106321016,Pneumonia,1.0,25.0,10.2,As Expected
106331152,AMI,1.0,50.0,1.3,As Expected
106331152,Acute Stroke,5.0,104.0,7.2,As Expected
106331152,Acute Stroke Hemorrhagic,,,,
106331152,Acute Stroke Ischemic,3.0,101.0,3.2,As Expected
106331152,Acute Stroke Subarachnoid,,,,
106331152,Carotid Endarterectomy,0.0,12.0,0.0,As Expected
106331152,GI Hemorrhage,1.0,161.0,0.6,As Expected
106331152,Heart Failure,3.0,316.0,0.9,Better
106331152,Hip Fracture,2.0,76.0,1.9,As Expected
106331152,PCI,,,,
106331152,Pancreatic Resection,,,,
106331152,Pneumonia,3.0,168.0,1.3,As Expected
106331164,Isolated CABG Operative Mortality,1.0,123.0,0.83,As Expected
106331164,AMI,31.0,481.0,8.0,As Expected
106331164,Acute Stroke,55.0,586.0,9.5,As Expected
106331164,Acute Stroke Hemorrhagic,21.0,120.0,20.2,As Expected
106331164,Acute Stroke Ischemic,25.0,408.0,6.2,As Expected
106331164,Acute Stroke Subarachnoid,9.0,58.0,19.3,As Expected
106331164,Carotid Endarterectomy,2.0,62.0,1.7,As Expected
106331164,GI Hemorrhage,13.0,441.0,4.6,As Expected
106331164,Heart Failure,15.0,462.0,3.8,As Expected
106331164,Hip Fracture,6.0,213.0,3.1,As Expected
106331164,PCI,13.0,391.0,3.4,As Expected
106331164,Pancreatic Resection,1.0,4.0,23.5,As Expected
106331164,Pneumonia,16.0,290.0,6.3,Worse
106331168,Isolated CABG Operative Mortality,4.0,124.0,3.52,As Expected
106331168,AMI,29.0,494.0,7.2,As Expected
106331168,Acute Stroke,34.0,589.0,7.7,As Expected
106331168,Acute Stroke Hemorrhagic,20.0,111.0,20.1,As Expected
106331168,Acute Stroke Ischemic,11.0,467.0,3.4,As Expected
106331168,Acute Stroke Subarachnoid,3.0,11.0,24.0,As Expected
106331168,Carotid Endarterectomy,0.0,84.0,0.0,As Expected
106331168,GI Hemorrhage,10.0,427.0,2.7,As Expected
106331168,Heart Failure,19.0,616.0,3.2,As Expected
106331168,Hip Fracture,3.0,330.0,0.9,As Expected
106331168,PCI,11.0,389.0,3.8,As Expected
106331168,Pancreatic Resection,,,,
106331168,Pneumonia,23.0,583.0,4.1,As Expected
106331194,AMI,16.0,135.0,7.5,As Expected
106331194,Acute Stroke,11.0,101.0,14.3,As Expected
106331194,Acute Stroke Hemorrhagic,2.0,8.0,23.7,As Expected
106331194,Acute Stroke Ischemic,8.0,92.0,9.0,As Expected
106331194,Acute Stroke Subarachnoid,,,,
106331194,Carotid Endarterectomy,1.0,20.0,28.5,Worse
106331194,GI Hemorrhage,15.0,246.0,6.4,Worse
106331194,Heart Failure,16.0,460.0,3.8,As Expected
106331194,Hip Fracture,2.0,150.0,1.2,As Expected
106331194,PCI,,,,
106331194,Pancreatic Resection,,,,
106331194,Pneumonia,20.0,325.0,5.9,Worse
106331216,AMI,16.0,120.0,10.9,Worse
106331216,Acute Stroke,1.0,44.0,4.8,As Expected
106331216,Acute Stroke Hemorrhagic,,,,
106331216,Acute Stroke Ischemic,1.0,44.0,2.7,As Expected
106331216,Acute Stroke Subarachnoid,,,,
106331216,Carotid Endarterectomy,,,,
106331216,GI Hemorrhage,2.0,64.0,3.6,As Expected
106331216,Heart Failure,1.0,112.0,1.4,As Expected
106331216,Hip Fracture,2.0,101.0,3.4,As Expected
106331216,PCI,5.0,47.0,7.9,As Expected
106331216,Pancreatic Resection,,,,
106331216,Pneumonia,1.0,109.0,1.9,As Expected
106331288,AMI,1.0,7.0,9.2,As Expected
106331288,Acute Stroke,,,,
106331288,Acute Stroke Hemorrhagic,,,,
106331288,Acute Stroke Ischemic,,,,
106331288,Acute Stroke Subarachnoid,,,,
106331288,Carotid Endarterectomy,,,,
106331288,GI Hemorrhage,1.0,21.0,5.4,As Expected
106331288,Heart Failure,0.0,9.0,0.0,As Expected
106331288,Hip Fracture,,,,
106331288,PCI,,,,
106331288,Pancreatic Resection,,,,
106331288,Pneumonia,0.0,37.0,0.0,As Expected
106331293,AMI,4.0,26.0,16.5,As Expected
106331293,Acute Stroke,4.0,69.0,18.1,As Expected
106331293,Acute Stroke Hemorrhagic,3.0,3.0,74.5,Worse
106331293,Acute Stroke Ischemic,1.0,66.0,4.3,As Expected
106331293,Acute Stroke Subarachnoid,,,,
106331293,Carotid Endarterectomy,0.0,4.0,0.0,As Expected
106331293,GI Hemorrhage,3.0,150.0,2.4,As Expected
106331293,Heart Failure,7.0,236.0,3.2,As Expected
106331293,Hip Fracture,2.0,37.0,3.1,As Expected
106331293,PCI,,,,
106331293,Pancreatic Resection,,,,
106331293,Pneumonia,2.0,192.0,1.0,As Expected
106331312,Isolated CABG Operative Mortality,2.0,163.0,1.0,As Expected
106331312,AMI,48.0,804.0,6.7,As Expected
106331312,Acute Stroke,38.0,384.0,10.2,As Expected
106331312,Acute Stroke Hemorrhagic,23.0,104.0,22.7,As Expected
106331312,Acute Stroke Ischemic,11.0,272.0,5.9,As Expected
106331312,Acute Stroke Subarachnoid,4.0,8.0,30.1,As Expected
106331312,Carotid Endarterectomy,0.0,38.0,0.0,As Expected
106331312,GI Hemorrhage,10.0,427.0,3.4,As Expected
106331312,Heart Failure,19.0,650.0,3.8,As Expected
106331312,Hip Fracture,1.0,151.0,0.7,As Expected
106331312,PCI,34.0,806.0,4.5,As Expected
106331312,Pancreatic Resection,1.0,11.0,4.3,As Expected
106331312,Pneumonia,12.0,418.0,3.6,As Expected
106331326,AMI,3.0,24.0,8.0,As Expected
106331326,Acute Stroke,0.0,7.0,0.0,As Expected
106331326,Acute Stroke Hemorrhagic,,,,
106331326,Acute Stroke Ischemic,0.0,7.0,0.0,As Expected
106331326,Acute Stroke Subarachnoid,,,,
106331326,Carotid Endarterectomy,,,,
106331326,GI Hemorrhage,4.0,104.0,5.0,As Expected
106331326,Heart Failure,4.0,241.0,2.1,As Expected
106331326,Hip Fracture,0.0,35.0,0.0,As Expected
106331326,PCI,,,,
106331326,Pancreatic Resection,,,,
106331326,Pneumonia,8.0,216.0,4.5,As Expected
106334018,AMI,6.0,35.0,13.4,As Expected
106334018,Acute Stroke,0.0,17.0,0.0,As Expected
106334018,Acute Stroke Hemorrhagic,,,,
106334018,Acute Stroke Ischemic,0.0,17.0,0.0,As Expected
106334018,Acute Stroke Subarachnoid,,,,
106334018,Carotid Endarterectomy,0.0,11.0,0.0,As Expected
106334018,GI Hemorrhage,5.0,81.0,6.9,As Expected
106334018,Heart Failure,5.0,134.0,4.8,As Expected
106334018,Hip Fracture,2.0,62.0,5.2,As Expected
106334018,PCI,,,,
106334018,Pancreatic Resection,,,,
106334018,Pneumonia,6.0,110.0,6.3,As Expected
106334025,AMI,2.0,135.0,2.0,As Expected
106334025,Acute Stroke,8.0,137.0,7.7,As Expected
106334025,Acute Stroke Hemorrhagic,2.0,16.0,9.5,As Expected
106334025,Acute Stroke Ischemic,6.0,121.0,5.9,As Expected
106334025,Acute Stroke Subarachnoid,,,,
106334025,Carotid Endarterectomy,0.0,43.0,0.0,As Expected
106334025,GI Hemorrhage,2.0,148.0,2.1,As Expected
106334025,Heart Failure,7.0,214.0,3.2,As Expected
106334025,Hip Fracture,3.0,115.0,2.5,As Expected
106334025,PCI,0.0,20.0,0.0,As Expected
106334025,Pancreatic Resection,0.0,16.0,0.0,As Expected
106334025,Pneumonia,3.0,131.0,2.1,As Expected
106334048,Hip Fracture,0.0,28.0,0.0,As Expected
106334048,Acute Stroke Ischemic,2.0,73.0,2.7,As Expected
106334048,AMI,3.0,89.0,3.7,As Expected
106334048,Acute Stroke,6.0,85.0,6.7,As Expected
106334048,Acute Stroke Hemorrhagic,3.0,11.0,16.9,As Expected
106334048,Acute Stroke Subarachnoid,,,,
106334048,Carotid Endarterectomy,,,,
106334048,GI Hemorrhage,3.0,71.0,5.8,As Expected
106334048,Heart Failure,3.0,137.0,2.2,As Expected
106334048,PCI,0.0,8.0,0.0,As Expected
106334048,Pancreatic Resection,,,,
106334048,Pneumonia,1.0,89.0,0.9,As Expected
106334068,Carotid Endarterectomy,1.0,31.0,12.7,As Expected
106334068,PCI,,,,
106334068,Acute Stroke Hemorrhagic,10.0,64.0,16.9,As Expected
106334068,AMI,5.0,73.0,4.8,As Expected
106334068,Acute Stroke,18.0,330.0,7.5,As Expected
106334068,Acute Stroke Ischemic,8.0,263.0,4.5,As Expected
106334068,Acute Stroke Subarachnoid,0.0,3.0,0.0,As Expected
106334068,GI Hemorrhage,6.0,248.0,2.9,As Expected
106334068,Heart Failure,11.0,313.0,3.0,As Expected
106334068,Hip Fracture,3.0,175.0,1.9,As Expected
106334068,Pancreatic Resection,,,,
106334068,Pneumonia,12.0,359.0,4.2,As Expected
106334487,Carotid Endarterectomy,0.0,9.0,0.0,As Expected
106334487,Pancreatic Resection,0.0,3.0,0.0,As Expected
106334487,Acute Stroke,36.0,319.0,10.4,As Expected
106334487,AMI,5.0,45.0,12.5,As Expected
106334487,Acute Stroke Hemorrhagic,25.0,71.0,29.7,Worse
106334487,Acute Stroke Ischemic,10.0,245.0,3.8,As Expected
106334487,Acute Stroke Subarachnoid,1.0,3.0,26.0,As Expected
106334487,GI Hemorrhage,3.0,181.0,1.7,As Expected
106334487,Heart Failure,11.0,412.0,3.6,As Expected
106334487,Hip Fracture,2.0,71.0,1.7,As Expected
106334487,PCI,,,,
106334487,Pneumonia,3.0,119.0,2.6,As Expected
106334564,Hip Fracture,0.0,81.0,0.0,As Expected
106334564,Isolated CABG Operative Mortality,2.0,101.0,2.29,As Expected
106334564,AMI,31.0,681.0,5.7,As Expected
106334564,Acute Stroke,13.0,203.0,8.4,As Expected
106334564,Acute Stroke Hemorrhagic,8.0,46.0,20.1,As Expected
106334564,Acute Stroke Ischemic,5.0,153.0,4.6,As Expected
106334564,Acute Stroke Subarachnoid,0.0,4.0,0.0,As Expected
106334564,Carotid Endarterectomy,0.0,17.0,0.0,As Expected
106334564,GI Hemorrhage,1.0,168.0,0.8,As Expected
106334564,Heart Failure,6.0,446.0,1.4,Better
106334564,PCI,16.0,442.0,4.4,As Expected
106334564,Pancreatic Resection,,,,
106334564,Pneumonia,3.0,182.0,1.6,As Expected
106334589,Isolated CABG Operative Mortality,2.0,108.0,1.53,As Expected
106334589,AMI,24.0,345.0,7.6,As Expected
106334589,Acute Stroke,5.0,146.0,6.1,As Expected
106334589,Acute Stroke Hemorrhagic,1.0,19.0,6.1,As Expected
106334589,Acute Stroke Ischemic,4.0,127.0,4.9,As Expected
106334589,Acute Stroke Subarachnoid,,,,
106334589,Carotid Endarterectomy,0.0,50.0,0.0,As Expected
