OSHPD_ID,FacilityName,FacilityType,Address,Address2,City,State,ZIP,county,FACILITY_LEVEL_DESC,TOTAL_NUMBER_BEDS,ER_SERVICE_LEVEL_DESC,FACILITY_STATUS_DESC,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC
306271905,BIG SUR HEALTH CENTER,Clinic - Rural Health,46896 HIGHWAY 1,,BIG SUR,CA,93920,Monterey,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306494100,VALLEY HEALTH CTR ALEXIAN,Clinic - Other,2101 ALEXIAN DR,,SAN JOSE,CA,95116,Santa Clara,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306124043,PLANNED PARENTHOOD MERCED,Clinic - Other,3166 COLLINS DR,,MERCED,CA,95348,Merced,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306351812,SAN BENITO HEALTH FOUNDATION,Clinic - Federally Qualified Health Center (FQHC),351 FELICE DR,,HOLLISTER,CA,95023,San Benito,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306240354,DELHI HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),16233 KING ST,,DELHI,CA,95315,Merced,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306244061,WOLVES WELLNESS CTR,Clinic - Federally Qualified Health Center (FQHC),1617 MAIN ST,,LIVINGSTON,CA,95334,Merced,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306400020,COMMUNITY HEALTH CENTERS ATASCADERO,Clinic - Federally Qualified Health Center (FQHC),7512 MORRO RD,# 7516,ATASCADERO,CA,93422,San Luis Obispo,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306304556,PREGNANCY RESOURCE CENTER  WATSONVILLE,Hospital Outpatient,55 BRENNAN ST,RM 201,WATSONVILLE,CA,95076,Santa Cruz,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306404090,CENTRAL COAST ONCOLOGY & HEMATOLOGY, ,1669 DOMINICAN WAY,,SANTA CRUZ,CA,95065,Santa Cruz,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306164031,COMMUNITY HEALTH CENTERS CAMBRIA,Clinic - Federally Qualified Health Center (FQHC),1276 Tamsen St,,Cambria,CA,93428,San Luis Obispo,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306242217,GOLDEN VALLEY HEALTH CTR PLANADA,Clinic - Federally Qualified Health Center (FQHC),9235 E BROADWAY ST,,PLANADA,CA,95365,Merced,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306244038,GOLDEN VALLEY HEALTH CTR LE GRAND,Clinic - Federally Qualified Health Center (FQHC),13161 JEFFERSON ST,,LE GRAND,CA,95333,Merced,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306274015,CLINICA DE SALUD DEL VALLE DE SALINAS GREENFIELD,Clinic - Federally Qualified Health Center (FQHC),808 OAK AVE,,GREENFIELD,CA,93927,Monterey,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106190555,CEDARS-SINAI MEDICAL CENTER, ,8635 W 3RD ST STE 590W,,LOS ANGELES,CA,90048,Los Angeles,Parent Facility,915.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106560501,COMMUNITY MEMORIAL HOSPITAL (CMH),Clinic - Free Standing,147 N BRENT ST,,VENTURA,CA,93003,Ventura,Parent Facility,25.0,Emergency - Standby,Open,Hospital,General Acute Care Hospital
106560481,VENTURA COUNTY MEDICAL CENTER (VCMC), ,300 HILLMONT AVE,,VENTURA,CA,93003,Ventura,Parent Facility,180.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306197981,SAN FERNANDO COMMUNITY HEALTH CENTER - LMG,Clinic - Federally Qualified Health Center (FQHC),732 Mott St. 100,,San Fernando,CA,91340,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306196981,CENTRAL NEIGHBORHOOD HEALTH FOUNDATION - GCMG,Clinic - Federally Qualified Health Center (FQHC),2710 W. Manchester Blvd.,,Inglewood,CA,90305,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206190371,MOLINA- AHF LONG BEACH HEALTHCARE CENTER, ,3500 E. Pacific Coast Hwy.,,Long Beach,CA,90804,Los Angeles,Parent Facility,154.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306190817,MOLINA-VENICE FAMILY CLINIC,Clinic - Federally Qualified Health Center (FQHC),905 Venice Blvd.,,Venice,CA,90291,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190669,HERALD CHRISTIAN HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),923 S. San Gabriel Blvd.,,San Gabriel,CA,91776,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306344093,PLANNED PARENTHOOD MAR MONTE - EASTLAND PLAZA HEALTH CENTER,Clinic - Other,678 N. Wilson Way. G,,Stockton,CA,95205,San Joaquin,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190773,COMPREHENSIVE AUTISM CENTER INC, ,26720 YNEZ CT,,TEMECULA,CA,92591,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406361387,HEALTH SERVICE ALLIANCE,Clinic - Federally Qualified Health Center (FQHC),13193 CENTRAL AVE,STE 100,CHINO,CA,91710,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306364196,SAC HEALTH SYSTEM,Clinic - Federally Qualified Health Center (FQHC),82934 CIVIC CENTER DR,,INDIO,CA,92201,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306564045,JURUPA VALLEY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),8876 MISSION BLVD,,JURUPA VALLEY,CA,92509,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306544058,FAMILY HEALTHCARE NETWORK - PORTERVILLE,Clinic - Federally Qualified Health Center (FQHC),1107 W. Poplar Ave.,,Porterville,CA,93257,Tulare,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306404035,PALM SPRINGS COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),191 N SUNRISE WAY,,PALM SPRINGS,CA,92262,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306151071,POMONA COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1450 E HOLT AVE,,POMONA,CA,91767,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334009,BARBARA SINATRA CHILDRENS CENTER, ,39000 BOB HOPE DR,,RANCHO MIRAGE,CA,92270,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Psychology Clinic
406420518,SAVAS HEALTH, ,81812 DR CARREON BLVD,STE D,INDIO,CA,92201,Riverside,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306334568,INNERCARE MECCA,Clinic - Federally Qualified Health Center (FQHC),91275 66TH AVE,STE 500,MECCA,CA,92254,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306404078,MAIN CAMPUS COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),26600 CACTUS AVE,STE 300,MORENO VALLEY,CA,92555,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306124044,CORONA COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),2813 S MAIN ST,,CORONA,CA,92882,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306010715,MORONGO BASIN COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),58375 29 PALMS HWY,,YUCCA VALLEY,CA,92284,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306198038,CENTRAL CITY COMMUNITY HEALTH CENTER INC,Clinic - Federally Qualified Health Center (FQHC),1860 HAMNER AVE,,NORCO,CA,92860,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334650,UNIVERSITY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),2933 UNIVERSITY AVE,,RIVERSIDE,CA,92507,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306494131,MORENO VALLEY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),23520 CACTUS AVE,,MORENO VALLEY,CA,92553,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197162,ROSEWOOD COUNSELING CENTER, ,288 W 9TH ST,,UPLAND,CA,91786,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Psychology Clinic
306334582,CENTRO MEDICO CATHEDRAL CITY,Clinic - Federally Qualified Health Center (FQHC),69175 RAMON RD,BLDG A,CATHEDRAL CITY,CA,92234,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306414146,RAVENSWOOD FAMILY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1885 BAY RD,,E PALO ALTO,CA,94303,Santa Clara,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197581,RIVERBANK COMMUNITY HLTH CENTER,Clinic - Rural Health,2603 Patterson Rd. 3,,Riverbank,CA,95367,Stanislaus,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206342258,FAIR OAKS HEALTH CENTER, ,2710 MIDDLEFIELD RD.,,REDWOOD CITY,CA,94063,San Mateo,Parent Facility,149.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
106410852,MILLS PENINSULA MEDICAL CENTER,SNF Inpatient,1501 TROUSDALE AVE,,BURLINGAME,CA,94010,San Mateo,Parent Facility,241.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306540020,ALTURA CENTERS FOR HEALTH,Clinic - Federally Qualified Health Center (FQHC),1101 N. Cherry St.,,Tulare,CA,93274,Tulare,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406196795,UPWARD HEALTH OF CALIFORNIA, ,470 NOOR AVE,STE 1057,SOUTH SAN FRANCISCO,CA,94080,San Mateo,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
306197701,BARTZ-ALTADONNA COMMUNITY HEALTH CENTER - LANCASTER - HDMG,Clinic - Federally Qualified Health Center (FQHC),43322 Gingham Ave. 105,,Lancaster,CA,93535,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306414140,GARDNER PACKARD CHILDRENS HEALTH C,Clinic - Federally Qualified Health Center (FQHC),3351 EL CAMINO REAL,STE 100,ATHERTON,CA,94027,San Mateo,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306430368,VISTA CENTER FOR THE BLIND AND VISU, ,2500 EL CAMINO REAL,STE 100,PALO ALTO,CA,94306,Santa Clara,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306104012,ESCALON COMMUNITY HLTH CENTER,Clinic - Rural Health,2080 Mchenry Ave. 200,,Escalon,CA,95320,San Joaquin,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306380891,MISSION NEIGHBORHOOD HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),240 SHOTWELL ST,,SAN FRANCISCO,CA,94110,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306384183,MISSION BERNAL CLINICS, ,1580 VALENCIA ST,STE 508,SAN FRANCISCO,CA,94110,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190026,VALLEY COMPREHENSIVE MEDICAL GROUP, ,81719 DR CARREON BLVD,STE A,INDIO,CA,92201,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306330022,RIVERSIDE NEIGHBORHOOD HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),7140 INDIANA AVE,,RIVERSIDE,CA,92504,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306191050,ONE LIFE COUNSELING CENTER, ,1303 SAN CARLOS AVE,,SAN CARLOS,CA,94070,San Mateo,Parent Facility,,Not Applicable,Open,Clinic,Psychology Clinic
306334692,DESERT HOT SPRINGS COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),66675 PIERSON BLVD,,DESERT HOT SPRINGS,CA,92240,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334508,CENTRO MEDICO COMMUNITY CLINIC,Clinic - Federally Qualified Health Center (FQHC),1303 W 6TH ST,STE 105,CORONA,CA,92882,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334647,MAGNOLIA COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),9380 MAGNOLIA AVE,,RIVERSIDE,CA,92503,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106364231,ARROWHEAD REGIONAL MEDICAL CENTER CARDIO CLINIC, ,400 N PEPPER AVE,,COLTON,CA,92324,San Bernardino,Parent Facility,456.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER, ,1297 W HOBSONWAY,,BLYTHE,CA,92225,Riverside,Parent Facility,362.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306364366,INLAND FAMILY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),665 N D ST,,SAN BERNARDINO,CA,92401,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106331168,EISENHOWER MEDICAL CENTER, ,67780 E PALM CANYON DR,,CATHEDRAL CITY,CA,92234,Riverside,Parent Facility,437.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306190791,ALAV MEDICAL CORPORATION, ,16465 SIERRA LAKES PKWY,STE 200,FONTANA,CA,92336,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306580711,H STREET CLINIC,Clinic - Federally Qualified Health Center (FQHC),1329 N H ST,,SAN BERNARDINO,CA,92405,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334054,DESERT AIDS PROJECT,Clinic - Federally Qualified Health Center (FQHC),1695 N SUNRISE WAY,STE 203,PALM SPRINGS,CA,92262,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197671,PARKTREE COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),2680 E RIVERSIDE DR,,ONTARIO,CA,91761,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406484064,WOMENS COMPREHENSIVE HEALTH CENTER, ,705 E VIRGINIA WAY,STE I,BARSTOW,CA,92311,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
406193441,FAMILY HORIZONS INC, ,10737 LAUREL ST,STE 220,RANCHO CUCAMONGA,CA,91730,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
106331314,RIVERSIDE UNIVERSITY HEALTH SYSTEM, ,26520 CACTUS AVE,,MORENO VALLEY,CA,92555,Riverside,Distinct Part Facility,77.0,,Open,Hospital,General Acute Care Hospital
306334745,INNERCARE COACHELLA,Clinic - Federally Qualified Health Center (FQHC),50249 CESAR CHAVEZ ST,STE K,COACHELLA,CA,92236,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306197993,HEALTHRIGHT 360,Clinic - Federally Qualified Health Center (FQHC),1563 MISSION STREET,,SAN FRANCISCO,CA,94103,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306270532,COLTON URGENT CARE,Licensed Freestanding Emergency Medical Facility,1181 N MT VERNON AVE,,COLTON,CA,92324,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306374493,FAMILY HEALTH CENTER RHC,Clinic - Rural Health,41820 GARSTIN DR,,BIG BEAR LAKE,CA,92315,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306461280,SOUTHERN SIERRA MEDICAL CLINIC, ,105 E SYDNOR AVE,,RIDGECREST,CA,93555,Kern,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER, ,1710 BARTON RD,,REDLANDS,CA,92373,San Bernardino,Parent Facility,320.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306364261,WHITNEY YOUNG FAMILY HEALTH CLINIC,Clinic - Federally Qualified Health Center (FQHC),1755 W MAPLE ST,,SAN BERNARDINO,CA,92411,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306360625,BLOOMINGTON COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),18651 VALLEY BLVD,,BLOOMINGTON,CA,92316,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306214028,ICLASS TREATMENT CENTER INC, ,1850 N RIVERSIDE AVE,STE 180,RIALTO,CA,92376,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306330709,INTEGRATED HEALTH AND WELLNESS CENTERS, ,41197 GOLDEN GATE CIR,STE 205,MURRIETA,CA,92562,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406197076,MD CARE PROVIDERS INC, ,975 ST JOHN PL,STE A,HEMET,CA,92543,Riverside,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
106060870,HOLT MEDICAL CENTER, ,5153 HOLT BLVD,STE B1,MONTCLAIR,CA,91763,San Bernardino,Parent Facility,48.0,Emergency - Standby,Open,Hospital,General Acute Care Hospital
306454051,MORENO VALLEY FAMILY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),22675 ALESSANDRO BLVD,,MORENO VALLEY,CA,92553,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406193486,WEST POINT MEDICAL CENTER,Licensed Freestanding Emergency Medical Facility,7774 CHERRY AVE,,FONTANA,CA,92336,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,Hospital Inpatient,1425 S MAIN ST,,WALNUT CREEK,CA,94596,Contra Costa,Parent Facility,249.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
406190093,CAREXUS HEALTHCARE SERVICES INC, ,809 FREMONT AVE,,LOS ALTOS,CA,94024,Santa Clara,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306013649,ANZA COMMUNITY HEALTH,Clinic - Federally Qualified Health Center (FQHC),58581 HIGHWAY 371,STE H,ANZA,CA,92539,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106331194,HEMET HEART MEDICAL CENTER, ,1275 E LATHAM AVE,STE A,HEMET,CA,92543,Riverside,Parent Facility,327.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306414155,CHINESE HOSPITAL GELLER HEALTH SERV, ,845 JACKSON,STE B1,SAN FRANCISCO,CA,94133,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306420614,FAMILY VISION CENTER, ,15888 MAIN ST,STE 112A,HESPERIA,CA,92345,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,Hospital Inpatient,4501 SAND CREEK RD,,ANTIOCH,CA,94531,Contra Costa,Parent Facility,150.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306380367,LYON MARTIN COMMUNITY HEALTH SERVIC, ,1735 MISSION ST,,SAN FRANCISCO,CA,94103,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306434097,CHILDREN'S HEALTH COUNCIL, ,2280 KENWOOD AVE,,SAN JOSE,CA,95128,Santa Clara,Parent Facility,,Not Applicable,Open,Clinic,Psychology Clinic
306384222,INSTITUTE ON AGING, ,2480 MISSION ST,,SAN FRANCISCO,CA,94118,San Francisco,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406194903,BRIDGES TO WELLNESS, ,801 GATEWAY BLVD,,SOUTH SAN FRANCISCO,CA,94080,San Mateo,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
206010972,APEX HEALTHCARE MEDICAL CENTER, ,1515 W FLORIDA AVE,,HEMET,CA,92543,Riverside,Parent Facility,124.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
406197146,UPPERLINE HEALTHCARE CALIFORNIA PC, ,308 W 6TH ST,STE 205,CORONA,CA,92882,Riverside,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
206190674,ABOVE URGENT CARE CENTER,Licensed Freestanding Emergency Medical Facility,8891 CENTRAL AVE,STE A,MONTCLAIR,CA,91763,San Bernardino,Parent Facility,96.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
406191971,INFINITY HEALTH CARE INC, ,10132 CAMULOS AVE,,MONTCLAIR,CA,91763,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306100021,SAN JACINTO HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),651 N STATE ST,STE 5,SAN JACINTO,CA,92583,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334656,CORONA VISION CENTER, ,734 N MAIN ST,,CORONA,CA,92880,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Chronic Dialysis Clinic
306360801,TRI-STATE COMMUNITY HEALTHCARE CENTER,Clinic - Federally Qualified Health Center (FQHC),1532 SAN BERNARDINO AVE,STE B7,POMONA,CA,91767,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306304415,FRIENDS OF FAMILY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1129 W 4TH ST,,ONTARIO,CA,91762,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
406198480,CALIFORNIA EYE PROFESSIONALS, ,41637 MARGARITA RD,STE 100,TEMECULA,CA,92591,Riverside,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Hospice
306420020,ST MARY HEALTH CENTER, ,18077 US HIGHWAY 18,STE B,APPLE VALLEY,CA,92307,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190699,PRECISION PAIN CENTER, ,900 S MAIN ST,STE 207,CORONA,CA,92882,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306191053,EAST VALLEY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1555 S GAREY AVE,,POMONA,CA,91766,Los Angeles,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206331116,COMMUNITY CARE ON PALM, ,4768 PALM AVE,,RIVERSIDE,CA,92501,Riverside,Parent Facility,51.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306330021,INNERCARE BLYTHE,Clinic - Federally Qualified Health Center (FQHC),1415 W HOBSONWAY,,BLYTHE,CA,92225,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306190696,COMMUNITY HEALTH CENTER, ,22675 ALESSANDRO BLVD,,MORENO VALLEY,CA,92553,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306304582,CHINA LAKE COMMUNITY CLINIC, ,1041 N CHINA LAKE BLVD,STE C,RIDGECREST,CA,93555,Kern,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306334727,INNERCARE HEMET,Clinic - Federally Qualified Health Center (FQHC),1023 E FLORIDA AVE,,HEMET,CA,92543,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306360456,COACHELLA VALLEY COMMUNITY HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),49869 CALHOUN ST,,COACHELLA,CA,92236,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306294026,LIVINGWATERS MEDICAL CLINIC, ,24910 LAS BRISAS RD,STE 111,MURRIETA,CA,92562,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Free Clinic
306360016,LOMA LINDA UNIVERSITY CANCER CENTER, ,11234 ANDERSON ST,STE A220,LOMA LINDA,CA,92354,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Chronic Dialysis Clinic
106362041,HI-DESERT MEDICAL CENTER, ,57407 29 PALMS HWY,STE F,YUCCA VALLEY,CA,92284,San Bernardino,Parent Facility,179.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306196607,RANCHO COUNSELING CENTER, ,29645 RANCHO CALIFORNIA RD,STE 209,TEMECULA,CA,92591,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306194138,MISSION CITY COMM NWK INC,Clinic - Federally Qualified Health Center (FQHC),405 E BUENA VISTA ST,,BARSTOW,CA,92311,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106361318,SAN ANTONIO REGIONAL HOSPITAL URGENT CARE,Licensed Freestanding Emergency Medical Facility,16465 SIERRA LAKES PKWY,STE 100,FONTANA,CA,92336,San Bernardino,Parent Facility,363.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106361339,BENACARE MEDICAL CENTER, ,984 W FOOTHILL BLVD,STE E,UPLAND,CA,91786,San Bernardino,Parent Facility,342.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306214009,POINT REYES MEDICAL CLINIC,Clinic - Federally Qualified Health Center (FQHC),3 6TH ST,,POINT REYES STATION,CA,94956,Marin,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,Hospital Inpatient,2425 GEARY BLVD,,SAN FRANCISCO,CA,94115,San Francisco,Parent Facility,239.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
106190315,FRIENDLY MEDICAL CENTER, ,15462 MAIN ST,,HESPERIA,CA,92345,San Bernardino,Parent Facility,210.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
306394092,IRONSTONE MEDICAL CLINIC, ,4121 BROCKTON AVE,STE 104,RIVERSIDE,CA,92501,Riverside,Parent Facility,,Not Applicable,Open,Clinic,Free Clinic
406091782,REALM HEALTHCARE INC, ,1330 SAN BERNARDINO RD,STE L,UPLAND,CA,91786,San Bernardino,Parent Facility,,Not Applicable,Open,Home Health Agency/Hospice,Home Health Agency
306190753,ELITE FAMILY MEDICAL CENTER, ,1183 E FOOTHILL BLVD,STE 135,UPLAND,CA,91786,San Bernardino,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306561202,CLINICAS DEL CAMINO REAL INC, ,2600 E VINEYARD AVE,,OXNARD,CA,93036,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306560700,CLINICAS DEL CAMINO REAL INC - KAREN R BURNHAM HEALTH CENTER,Clinic - Federally Qualified Health Center (FQHC),1100 W GONZALES RD,,OXNARD,CA,93036,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
206301181,ACTIVE STEPS- GARDEN GROVE, ,12437 LEWIS ST STE 100,,GARDEN GROVE,CA,92840,Orange,Parent Facility,99.0,Not Applicable,Open,Long Term Care Facility,Skilled Nursing Facility
306394014,COMMUNITY MEDICAL CENTERS - ESPARTO,Clinic - Federally Qualified Health Center (FQHC),17050 S GRAFTON ST,,ESPARTO,CA,95627,Yolo,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
306564230,"CLINICAS DEL CAMINO REAL, INC. (NEWBURY PARK)",Clinic - Federally Qualified Health Center (FQHC),"1000 NEWBURY ROAD, SUITE 150",,NEWBURY PARK,CA,91320,Ventura,Parent Facility,,Not Applicable,Open,Clinic,Community Clinic
106190687,UCLA SANTA MONICA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL, ,1250 16TH ST,,SANTA MONICA,CA,90404,Los Angeles,Parent Facility,281.0,Emergency - Basic,Open,Hospital,General Acute Care Hospital
