,PROVIDER TAXONOMY CODE,MEDICARE PROVIDER/SUPPLIER TYPE DESCRIPTION,"PROVIDER TAXONOMY DESCRIPTION:  TYPE, CLASSIFICATION, SPECIALIZATION",MEDICARE SPECIALTY CODE
2870,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2871,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2872,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2873,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2874,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2875,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2876,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2877,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2878,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2879,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2880,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2881,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2882,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2883,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2884,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2885,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2886,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2887,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2888,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2889,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2890,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2891,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2892,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2893,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2894,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2895,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2896,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2897,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2898,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2899,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2900,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2901,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2902,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2903,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2904,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2905,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2906,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2907,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2908,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2909,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2910,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2911,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2912,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2913,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2914,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2915,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2916,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2917,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2918,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2919,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2920,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2921,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2922,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2923,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2924,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2925,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2926,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2927,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2928,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2929,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2930,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2931,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2932,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2933,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2934,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2935,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2936,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2937,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2938,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2939,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2940,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2941,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2942,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2943,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2944,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2945,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2946,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2947,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2948,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2949,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2950,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2951,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2952,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2953,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2954,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2955,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2956,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2957,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2958,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2959,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2960,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2961,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2962,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2963,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2964,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2965,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2966,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2967,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2968,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2969,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2970,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2971,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2972,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2973,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2974,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2975,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2976,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2977,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2978,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2979,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2980,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2981,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2982,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2983,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2984,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2985,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2986,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2987,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2988,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2989,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2990,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2991,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2992,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2993,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2994,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2995,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2996,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2997,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2998,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
2999,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
3000,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
3001,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
3002,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
3003,207RP1001X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Pulmonary Disease",11
3004,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3005,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3006,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3007,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3008,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3009,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3010,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3011,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3012,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3013,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3014,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3015,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3016,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3017,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3018,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3019,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3020,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3021,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3022,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3023,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3024,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3025,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3026,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3027,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3028,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3029,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3030,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3031,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3032,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3033,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3034,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3035,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3036,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3037,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3038,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3039,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3040,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3041,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3042,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3043,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3044,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3045,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3046,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3047,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3048,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3049,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3050,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3051,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3052,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3053,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3054,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3055,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3056,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3057,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3058,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3059,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3060,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3061,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3062,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3063,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3064,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3065,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3066,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3067,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3068,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3069,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3070,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3071,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3072,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3073,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3074,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3075,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3076,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3077,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3078,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3079,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3080,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3081,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3082,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3083,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3084,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3085,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3086,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3087,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3088,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3089,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3090,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3091,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3092,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3093,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3094,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3095,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3096,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3097,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3098,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3099,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3100,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3101,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3102,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3103,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3104,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
3105,207RR0500X,Physician/Internal Medicine,"Allopathic & Osteopathic Physicians/Internal Medicine, Rheumatology",11
